Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
1997-07-10,23.49386,23.49386,23.49386,23.49386,2462893
1997-07-11,23.99423,23.99423,23.99423,23.99423,1557833
1997-07-14,21.60153,21.60153,21.60153,21.60153,398332
1997-07-15,19.50601,19.50601,19.50601,19.50601,832435
1997-07-16,21.39834,21.39834,21.39834,21.39834,570770
1997-07-17,21.80442,21.9933,21.80442,21.9933,769328
1997-07-18,21.49322,21.49322,20.80366,20.89825,267487
1997-07-21,21.49322,21.49322,21.30404,21.49322,366011
1997-07-22,21.49322,21.80442,21.49322,21.60153,237315
1997-07-23,21.69582,21.69582,21.10115,21.30404,203498
1997-07-24,21.49322,21.49322,21.30404,21.30404,248016
1997-07-25,21.39834,21.39834,21.19573,21.19573,197950
1997-07-28,21.00656,21.00656,20.69594,20.69594,206343
1997-07-29,20.50647,21.00656,20.50647,20.80366,118098
1997-07-30,20.80366,21.49322,20.80366,21.30404,131636
1997-07-31,21.19573,21.19573,20.69594,20.80366,130892
1997-08-01,20.80366,21.19573,20.80366,20.80366,97687
1997-08-04,21.00656,21.19573,21.00656,21.10115,138547
1997-08-05,21.19573,21.49322,21.19573,21.49322,204863
1997-08-06,21.49322,21.49322,21.19573,21.30404,149757
1997-08-07,21.39834,22.80401,21.39834,22.69629,187376
1997-08-08,22.3991,23.99423,22.3991,23.39927,370883
1997-08-11,22.99406,22.99406,22.30451,22.3991,266596
1997-08-12,22.30451,22.99406,22.30451,22.69629,220431
1997-08-13,22.99406,22.99406,22.99406,22.99406,295457
1997-08-14,22.1962,22.49368,22.1019,22.1962,128104
1997-08-18,21.89872,21.89872,21.30404,21.49322,123167
1997-08-19,22.1962,22.99406,22.1962,22.60199,230414
1997-08-20,22.80401,22.80401,22.3991,22.49368,225876
1997-08-21,21.9933,21.9933,21.80442,21.80442,78273
1997-08-22,21.69582,22.1962,21.69582,22.1019,75010
1997-08-25,21.80442,22.1019,21.49322,21.49322,70254
1997-08-26,21.49322,21.89872,21.49322,21.69582,81949
1997-08-27,21.69582,21.89872,21.69582,21.80442,77024
1997-08-28,22.30451,22.80401,22.30451,22.69629,306652
1997-08-29,22.49368,22.49368,22.30451,22.3991,328145
1997-09-01,22.1019,22.30451,22.1019,22.1019,87250
1997-09-02,22.49368,22.69629,22.49368,22.60199,202918
1997-09-03,22.80401,23.30468,22.80401,23.19637,387979
1997-09-04,22.80401,22.80401,22.49368,22.60199,202158
1997-09-05,22.49368,22.89918,22.49368,22.69629,174050
1997-09-08,22.60199,22.60199,22.3991,22.60199,68979
1997-09-09,22.30451,22.49368,22.30451,22.3991,132560
1997-09-10,22.30451,22.60199,22.30451,22.3991,129187
1997-09-11,22.1019,22.3991,22.1019,22.30451,130415
1997-09-12,22.30451,22.49368,22.30451,22.3991,117810
1997-09-15,22.1962,22.49368,22.1962,22.3991,105231
1997-09-16,22.1962,22.30451,21.9933,21.9933,116901
1997-09-17,21.89872,21.89872,21.69582,21.80442,126415
1997-09-18,21.60153,21.9933,21.49322,21.9933,183863
1997-09-19,22.49368,22.89918,22.49368,22.89918,468129
1997-09-22,22.99406,22.99406,22.60199,22.69629,294436
1997-09-23,22.69629,22.69629,22.3991,22.49368,200481
1997-09-24,22.1019,22.3991,22.1019,22.30451,142612
1997-09-25,21.89872,21.89872,21.60153,21.69582,210256
1997-09-26,21.60153,21.69582,21.49322,21.49322,185061
1997-09-29,21.69582,21.89872,21.69582,21.69582,148541
1997-09-30,22.1019,22.1019,21.69582,21.80442,133589
1997-10-01,21.9933,22.1019,21.89872,22.1019,232400
1997-10-02,21.89872,21.89872,21.69582,21.69582,183919
1997-10-03,21.9933,22.3991,21.9933,22.1962,485178
1997-10-06,21.9933,22.3991,21.9933,22.1962,506865
1997-10-07,21.9933,22.69629,21.9933,22.60199,495577
1997-10-08,22.69629,23.60187,22.69629,23.49386,783773
1997-10-09,22.99406,23.30468,22.89918,22.89918,766035
1997-10-10,22.60199,22.69629,22.3991,22.3991,378591
1997-10-13,22.80401,23.10179,22.80401,23.10179,329002
1997-10-14,22.99406,23.30468,22.80401,22.89918,398416
1997-10-15,23.30468,23.39927,23.19637,23.39927,593993
1997-10-16,23.49386,23.49386,23.10179,23.19637,368431
1997-10-17,23.30468,23.60187,23.30468,23.49386,410148
1997-10-20,23.60187,23.80506,23.60187,23.60187,597966
1997-10-21,23.89936,24.49432,23.89936,24.39973,513562
1997-10-22,24.49432,24.9947,24.49432,24.60234,588953
1997-10-23,24.39973,24.39973,23.49386,23.60187,1089860
1997-10-24,23.39927,23.80506,23.39927,23.69704,601039
1997-10-27,22.1962,22.30451,21.80442,21.80442,627814
1997-10-28,20.00668,20.00668,18.00604,18.30265,228999
1997-10-29,21.80442,21.80442,20.50647,21.30404,704971
1997-10-30,20.69594,20.69594,20.00668,20.39846,654355
1997-10-31,20.60077,20.80366,20.50647,20.69594,773473
1997-11-03,20.69594,21.10115,20.69594,21.00656,457606
1997-11-04,20.30387,20.50647,20.10097,20.19556,511776
1997-11-05,20.00668,20.10097,19.89837,19.89837,470460
1997-11-06,20.30387,20.30387,20.10097,20.10097,268752
1997-11-07,19.80349,19.80349,19.3034,19.50601,336338
1997-11-12,19.50601,19.50601,18.00604,18.60042,386607
1997-11-13,17.80314,18.00604,17.50566,18.00604,660162
1997-11-14,18.30265,18.30265,17.89715,18.00604,487369
1997-11-17,18.8979,19.00592,18.50554,18.8979,459533
1997-11-18,19.00592,19.00592,18.60042,18.69559,402868
1997-11-19,17.60025,18.00604,17.60025,17.69484,332214
1997-11-20,17.60025,17.60025,17.30277,17.50566,260772
1997-11-21,18.10034,18.10034,17.69484,17.89715,305659
1997-11-24,16.3023,16.59978,15.8968,16.00453,605131
1997-11-25,15.80251,15.8968,15.6942,15.80251,538416
1997-11-26,15.8968,15.8968,15.30183,15.39642,423254
1997-11-27,15.6942,15.6942,14.89663,14.89663,500706
1997-11-28,15.19411,15.19411,14.59885,15.00494,502797
1997-12-01,15.5999,15.8968,15.5999,15.6942,560314
1997-12-02,15.80251,15.80251,15.50502,15.50502,326107
1997-12-03,15.50502,15.50502,15.09952,15.30183,227214
1997-12-04,15.19411,15.50502,15.09952,15.19411,463628
1997-12-05,15.09952,15.09952,14.59885,14.80175,404699
1997-12-08,14.80175,14.80175,14.39625,14.50485,242467
1997-12-09,14.59885,14.59885,14.30195,14.39625,206581
1997-12-10,14.30195,14.30195,14.00389,14.00389,235600
1997-12-11,13.3012,13.39637,12.89599,13.0043,359755
1997-12-12,12.89599,13.0043,12.89599,12.89599,398264
1997-12-15,13.09888,13.3012,13.0043,13.09888,373429
1997-12-16,13.09888,13.09888,12.59851,12.6928,384130
1997-12-17,12.8014,12.8014,12.00354,12.20614,317733
1997-12-18,12.00354,12.09813,11.70635,11.80123,421805
1997-12-19,11.50404,11.50404,11.20655,11.30085,461827
1997-12-22,11.20655,11.20655,10.89535,10.89535,315859
1997-12-23,11.00337,11.20655,11.00337,11.20655,366659
1997-12-29,11.50404,12.09813,11.50404,12.00354,706856
1997-12-30,12.59851,12.6928,12.3959,12.59851,516500
1997-12-31,13.0043,13.69356,13.0043,13.50409,536317
1998-01-05,13.39637,13.39637,12.6928,12.89599,501487
1998-01-06,12.8014,12.8014,11.89552,12.00354,269218
1998-01-07,11.59833,11.59833,11.59833,11.59833,143601
1998-01-08,11.50404,11.50404,11.09795,11.20655,366439
1998-01-09,11.30085,11.30085,11.00337,11.20655,372632
1998-01-12,10.20609,10.30038,9.94889,10.0029,626256
1998-01-13,10.50357,10.50357,10.20609,10.50357,372418
1998-01-14,11.09795,11.09795,10.80047,10.80047,490312
1998-01-15,10.59787,10.59787,10.20609,10.30038,356169
1998-01-16,10.89535,11.20655,10.89535,11.20655,524331
1998-01-19,11.80123,11.80123,11.30085,11.50404,429368
1998-01-20,11.39544,11.39544,11.00337,11.20655,286939
1998-01-21,11.20655,11.20655,10.70618,10.70618,419445
1998-01-22,10.59787,10.70618,10.39497,10.59787,518803
1998-01-23,10.59787,11.00337,10.59787,10.80047,771657
1998-01-26,11.00337,11.00337,10.59787,10.59787,563961
1998-01-27,10.70618,10.80047,10.59787,10.70618,599054
1998-01-28,10.80047,11.20655,10.80047,11.20655,778636
1998-01-29,11.20655,11.70635,11.09795,11.20655,901787
1998-01-30,11.30085,11.39544,11.20655,11.39544,1186059
1998-02-02,11.80123,12.50392,11.80123,12.3959,912005
1998-02-03,12.50392,12.59851,12.20614,12.50392,991933
1998-02-04,12.30131,12.50392,12.00354,12.50392,1002337
1998-02-05,13.09888,14.30195,13.09888,14.19423,769211
1998-02-06,14.39625,16.0997,14.39625,15.50502,634500
1998-02-09,15.80251,16.0997,15.5999,15.80251,1359328
1998-02-10,15.50502,15.50502,14.50485,14.59885,1078615
1998-02-11,14.39625,14.80175,14.00389,14.09906,694591
1998-02-12,13.80216,13.80216,12.89599,13.09888,724085
1998-02-13,13.0043,13.39637,13.0043,13.3012,706043
1998-02-16,13.3012,13.39637,13.0043,13.0043,416321
1998-02-17,13.3012,13.59926,13.09888,13.59926,449652
1998-02-18,13.39637,13.39637,13.0043,13.0043,577097
1998-02-19,12.89599,13.09888,12.50392,12.59851,831312
1998-02-20,12.8014,12.89599,12.59851,12.8014,567067
1998-02-23,13.0043,13.59926,13.0043,13.50409,469592
1998-02-24,13.3012,13.3012,12.6928,12.8014,408328
1998-02-25,12.8014,12.8014,12.30131,12.3959,418442
1998-02-26,12.8014,12.89599,12.6928,12.8014,514046
1998-02-27,13.09888,13.3012,13.09888,13.20719,502554
1998-03-02,13.80216,14.19423,13.80216,14.09906,612047
1998-03-03,13.80216,13.80216,13.3012,13.59926,451668
1998-03-04,13.59926,13.59926,13.20719,13.3012,500906
1998-03-05,12.89599,13.0043,12.59851,13.0043,318146
1998-03-06,13.39637,13.69356,13.39637,13.69356,280176
1998-03-09,14.09906,14.59885,14.09906,14.19423,761633
1998-03-10,14.30195,14.59885,14.19423,14.30195,607338
1998-03-11,14.50485,14.50485,14.00389,14.19423,850074
1998-03-12,14.00389,14.30195,14.00389,14.30195,459835
1998-03-13,14.39625,14.39625,14.19423,14.39625,512498
1998-03-16,14.19423,14.19423,14.00389,14.09906,184404
1998-03-17,13.89645,13.89645,13.39637,13.50409,459963
1998-03-18,13.50409,13.80216,13.50409,13.69356,356433
1998-03-19,13.50409,13.59926,13.39637,13.50409,301242
1998-03-20,13.50409,13.59926,13.39637,13.50409,173884
1998-03-23,13.50409,13.50409,13.3012,13.39637,151493
1998-03-24,13.20719,13.20719,13.0043,13.0043,314297
1998-03-25,12.8014,13.09888,12.8014,13.09888,248335
1998-03-26,12.89599,12.89599,12.59851,12.59851,211875
1998-03-27,12.59851,12.6928,12.50392,12.59851,206514
1998-03-30,12.09813,12.20614,11.89552,11.89552,221493
1998-03-31,11.59833,12.50392,11.59833,12.50392,384027
1998-04-01,12.6928,12.89599,12.3959,12.3959,490326
1998-04-02,12.20614,12.59851,12.20614,12.30131,112941
1998-04-06,12.50392,12.89599,12.50392,12.8014,360307
1998-04-07,13.0043,13.50409,13.0043,13.3012,181945
1998-04-08,13.20719,13.20719,12.8014,12.89599,109582
1998-04-09,13.0043,13.09888,13.0043,13.09888,281257
1998-04-14,13.3012,13.69356,13.3012,13.69356,183185
1998-04-15,13.50409,13.69356,13.3012,13.59926,398808
1998-04-16,13.80216,14.00389,13.59926,13.69356,460350
1998-04-17,13.69356,13.69356,13.50409,13.59926,318188
1998-04-20,13.89645,13.89645,13.39637,13.39637,127624
1998-04-21,14.00389,14.39625,13.89645,14.39625,880142
1998-04-22,14.50485,14.89663,14.50485,14.80175,504314
1998-04-23,15.00494,15.5999,15.00494,15.50502,672356
1998-04-24,15.6942,16.19428,15.6942,15.6942,545791
1998-04-27,15.39642,15.39642,15.00494,15.00494,468810
1998-04-28,14.89663,14.89663,14.50485,14.89663,465589
1998-04-29,15.00494,15.39642,15.00494,15.19411,297874
1998-04-30,15.50502,15.80251,15.50502,15.80251,315826
1998-05-04,15.80251,15.80251,15.39642,15.50502,260102
1998-05-05,15.6942,15.6942,15.50502,15.6942,524551
1998-05-06,15.6942,15.80251,15.5999,15.6942,320277
1998-05-07,15.50502,15.50502,15.39642,15.39642,537249
1998-05-08,15.30183,15.30183,15.00494,15.00494,244708
1998-05-11,15.00494,15.00494,14.59885,14.69373,118518
1998-05-12,14.19423,14.30195,14.09906,14.09906,93415
1998-05-13,14.39625,15.00494,14.19423,14.30195,107753
1998-05-14,14.30195,14.39625,14.09906,14.39625,120793
1998-05-15,14.00389,14.30195,14.00389,14.30195,104682
1998-05-18,14.19423,14.19423,13.39637,13.39637,65186
1998-05-19,13.20719,13.80216,13.20719,13.69356,197428
1998-05-20,13.80216,14.19423,13.80216,14.00389,84393
1998-05-21,14.89663,15.50502,14.89663,15.00494,174807
1998-05-22,14.39625,14.39625,14.00389,14.00389,55914
1998-05-25,14.00389,14.00389,13.69356,14.00389,66983
1998-05-26,13.59926,14.00389,13.59926,13.80216,75336
1998-05-27,13.50409,13.59926,13.39637,13.39637,306805
1998-05-28,14.09906,14.09906,13.80216,13.89645,191687
1998-05-29,14.19423,14.19423,13.89645,13.89645,75793
1998-06-01,13.50409,13.50409,13.0043,13.39637,128902
1998-06-02,13.69356,13.89645,13.69356,13.69356,147077
1998-06-03,14.00389,14.50485,14.00389,14.30195,174280
1998-06-04,14.69373,14.80175,14.59885,14.69373,212483
1998-06-05,14.89663,15.09952,14.80175,15.00494,214235
1998-06-08,15.00494,15.09952,14.50485,14.50485,239928
1998-06-09,14.69373,14.69373,14.30195,14.39625,212046
1998-06-10,14.50485,14.50485,14.19423,14.19423,217164
1998-06-15,13.80216,13.80216,13.50409,13.50409,327596
1998-06-16,14.50485,14.50485,14.30195,14.50485,154147
1998-06-17,14.30195,14.69373,14.30195,14.59885,337477
1998-06-18,14.89663,14.89663,14.19423,14.30195,209252
1998-06-19,14.59885,14.69373,14.09906,14.59885,116567
1998-06-22,14.59885,14.69373,14.50485,14.50485,96786
1998-06-23,14.80175,14.80175,14.30195,14.30195,89261
1998-06-24,15.00494,15.00494,14.50485,14.80175,181214
1998-06-25,14.89663,14.89663,14.69373,14.80175,100496
1998-06-26,14.50485,14.50485,14.39625,14.39625,50840
1998-06-29,14.00389,14.30195,14.00389,14.30195,67269
1998-06-30,14.00389,14.19423,14.00389,14.09906,120213
1998-07-01,14.00389,14.30195,13.89645,14.30195,166894
1998-07-02,14.00389,14.19423,14.00389,14.19423,87972
1998-07-03,14.00389,14.19423,14.00389,14.09906,69945
1998-07-06,14.09906,14.30195,14.09906,14.30195,48612
1998-07-07,14.50485,14.50485,14.39625,14.39625,76016
1998-07-08,14.00389,14.19423,14.00389,14.09906,51353
1998-07-09,13.89645,13.89645,13.89645,13.89645,143876
1998-07-10,14.00389,14.00389,13.89645,14.00389,83780
1998-07-13,14.00389,14.30195,14.00389,14.19423,40933
1998-07-14,14.50485,14.50485,14.30195,14.50485,197332
1998-07-15,14.50485,14.80175,14.50485,14.69373,152609
1998-07-16,14.50485,15.00494,14.50485,14.89663,212404
1998-07-17,15.19411,15.19411,14.89663,15.19411,545402
1998-07-20,15.19411,15.50502,15.19411,15.50502,214168
1998-07-21,15.50502,15.80251,15.50502,15.5999,281758
1998-07-22,15.39642,15.39642,14.89663,15.09952,222915
1998-07-23,15.00494,15.39642,15.00494,15.30183,310824
1998-07-24,15.09952,15.39642,15.09952,15.39642,111497
1998-07-27,15.09952,15.30183,14.69373,14.69373,260658
1998-07-28,14.69373,14.69373,14.59885,14.59885,145837
1998-07-29,14.39625,14.89663,14.19423,14.59885,61390
1998-07-30,14.19423,14.39625,14.09906,14.09906,192581
1998-07-31,14.39625,14.39625,14.09906,14.19423,93294
1998-08-03,14.00389,14.09906,13.80216,13.89645,173706
1998-08-04,14.00389,14.39625,14.00389,14.30195,50181
1998-08-05,13.69356,13.89645,13.69356,13.80216,71154
1998-08-06,14.09906,14.09906,13.80216,13.89645,47362
1998-08-07,13.80216,14.19423,13.80216,14.00389,65881
1998-08-10,14.00389,14.00389,13.80216,13.89645,39677
1998-08-11,13.39637,13.39637,12.59851,12.59851,62127
1998-08-12,12.6928,12.8014,12.6928,12.8014,173027
1998-08-13,12.09813,12.09813,11.80123,12.09813,315237
1998-08-14,12.6928,12.8014,12.59851,12.59851,147062
1998-08-17,12.3959,12.59851,12.3959,12.59851,78771
1998-08-18,13.59926,13.59926,13.20719,13.39637,159126
1998-08-19,13.20719,13.59926,13.20719,13.50409,299086
1998-08-20,13.20719,13.3012,13.09888,13.20719,364088
1998-08-21,12.89599,12.89599,12.8014,12.8014,151994
1998-08-24,13.3012,13.3012,12.8014,13.0043,76284
1998-08-25,13.50409,13.50409,13.20719,13.20719,116384
1998-08-26,13.20719,13.3012,12.89599,13.3012,221602
1998-08-27,12.8014,12.8014,12.3959,12.50392,252736
1998-08-28,11.59833,12.09813,11.59833,12.09813,192524
1998-08-31,12.00354,12.09813,11.80123,12.00354,64496
1998-09-01,11.00337,11.89552,11.00337,11.09795,160725
1998-09-02,12.09813,12.30131,11.50404,11.89552,160883
1998-09-03,11.80123,11.80123,11.39544,11.70635,199154
1998-09-04,11.89552,12.00354,11.89552,12.00354,86987
1998-09-07,12.3959,12.6928,12.30131,12.50392,225567
1998-09-08,12.3959,12.8014,12.09813,12.6928,104611
1998-09-09,12.00354,12.20614,11.89552,12.00354,48642
1998-09-10,12.00354,12.09813,12.00354,12.09813,75706
1998-09-11,11.39544,11.70635,11.39544,11.70635,99432
1998-09-14,12.00354,12.00354,11.89552,11.89552,35547
1998-09-15,12.09813,12.09813,11.70635,11.70635,90813
1998-09-16,12.09813,12.6928,12.09813,12.50392,138352
1998-09-17,12.3959,12.3959,11.89552,11.89552,100141
1998-09-18,12.30131,12.30131,12.00354,12.20614,128458
1998-09-21,12.09813,12.09813,11.80123,11.80123,42191
1998-09-22,11.50404,11.89552,11.50404,11.89552,36583
1998-09-23,12.00354,12.00354,11.70635,12.00354,38567
1998-09-24,12.30131,12.30131,11.89552,11.89552,124884
1998-09-25,11.80123,11.80123,11.59833,11.70635,52182
1998-09-28,12.30131,12.30131,12.00354,12.00354,80181
1998-09-29,12.00354,12.00354,11.89552,11.89552,21469
1998-09-30,11.80123,11.80123,11.39544,11.50404,34339
1998-10-01,10.80047,10.80047,10.20609,10.39497,87848
1998-10-02,9.746,10.20609,9.746,10.09778,180228
1998-10-05,10.0029,10.30038,9.8003,9.8003,55495
1998-10-06,9.746,10.0029,9.70571,9.89518,217346
1998-10-07,10.09778,10.09778,9.8003,9.89518,135782
1998-10-08,9.94889,9.94889,9.50311,9.65141,25070
1998-10-09,9.89518,10.09778,9.89518,10.0029,47683
1998-10-12,10.20609,10.20609,10.0029,10.20609,133017
1998-10-13,10.20609,10.20609,9.50311,10.0029,136413
1998-10-14,10.39497,10.39497,10.0029,10.30038,69510
1998-10-15,10.50357,10.59787,10.50357,10.50357,179272
1998-10-16,10.80047,10.80047,10.20609,10.30038,82912
1998-10-19,10.0029,10.50357,10.0029,10.50357,98492
1998-10-20,11.00337,11.00337,10.70618,10.89535,101126
1998-10-21,11.00337,11.50404,11.00337,11.39544,80804
1998-10-22,11.39544,11.80123,11.39544,11.70635,78577
1998-10-23,11.70635,12.09813,11.70635,11.89552,183237
1998-10-26,11.80123,12.50392,11.80123,12.3959,139371
1998-10-27,12.00354,12.59851,12.00354,12.50392,290104
1998-10-28,12.00354,12.20614,11.70635,12.00354,147551
1998-10-29,12.09813,12.50392,12.09813,12.50392,168932
1998-10-30,12.30131,12.89599,12.30131,12.8014,317936
1998-11-02,13.50409,14.50485,13.39637,14.30195,84694
1998-11-03,14.00389,14.00389,13.80216,14.00389,213107
1998-11-04,12.6928,13.69356,12.6928,13.59926,112035
1998-11-05,13.89645,13.89645,13.39637,13.50409,157940
1998-11-06,13.69356,13.69356,13.39637,13.39637,255975
1998-11-09,13.59926,13.69356,13.39637,13.39637,61663
1998-11-10,13.20719,13.39637,13.20719,13.39637,30555
1998-11-12,12.8014,12.8014,12.50392,12.59851,29325
1998-11-13,13.0043,13.3012,12.8014,12.8014,85841
1998-11-16,13.50409,13.69356,13.39637,13.59926,60312
1998-11-17,12.59851,12.89599,12.59851,12.8014,137527
1998-11-18,12.6928,12.8014,12.09813,12.3959,104350
1998-11-19,12.3959,12.3959,12.09813,12.30131,215445
1998-11-20,12.50392,12.59851,12.50392,12.59851,35810
1998-11-23,12.89599,13.20719,12.89599,13.0043,58682
1998-11-24,12.89599,12.89599,12.50392,12.8014,57365
1998-11-25,12.50392,12.6928,12.50392,12.6928,121961
1998-11-26,13.0043,13.0043,12.6928,12.6928,58516
1998-11-27,12.50392,12.8014,12.50392,12.50392,24570
1998-11-30,12.3959,12.50392,12.30131,12.3959,104625
1998-12-01,12.09813,12.09813,11.80123,11.89552,67523
1998-12-02,12.20614,12.59851,12.20614,12.50392,58645
1998-12-03,12.30131,13.20719,12.30131,12.59851,178741
1998-12-04,12.50392,12.8014,12.50392,12.6928,93122
1998-12-07,13.0043,13.0043,12.89599,12.89599,98863
1998-12-08,12.8014,12.8014,12.50392,12.8014,169258
1998-12-09,12.8014,13.09888,12.8014,13.0043,109200
1998-12-10,13.0043,13.20719,13.0043,13.0043,117053
1998-12-11,12.8014,13.0043,12.8014,12.89599,42300
1998-12-14,12.59851,12.59851,12.50392,12.50392,362688
1998-12-15,12.3959,12.50392,12.20614,12.20614,231006
1998-12-16,11.20655,12.00354,11.20655,11.70635,342271
1998-12-17,11.50404,11.70635,11.50404,11.59833,187050
1998-12-18,11.50404,11.70635,11.39544,11.50404,227005
1998-12-21,11.09795,11.59833,11.09795,11.50404,106435
1998-12-22,11.59833,12.00354,11.59833,11.89552,255651
1998-12-23,12.20614,12.59851,12.20614,12.59851,152602
1998-12-28,12.8014,13.0043,12.8014,12.8014,50635
1998-12-29,12.89599,12.89599,12.3959,12.50392,204497
1998-12-30,12.50392,12.50392,12.3959,12.50392,350717
1998-12-31,12.50392,12.50392,12.3959,12.50392,90813
1999-01-04,12.59851,13.0043,12.59851,12.8014,29924
1999-01-05,12.50392,12.50392,12.20614,12.30131,137844
1999-01-06,12.20614,12.6928,12.20614,12.6928,603713
1999-01-07,12.6928,12.8014,12.50392,12.59851,200100
1999-01-08,12.59851,13.3012,12.59851,13.20719,188630
1999-01-11,12.8014,13.09888,12.8014,13.09888,171517
1999-01-12,12.50392,12.6928,12.50392,12.59851,106752
1999-01-13,11.89552,11.89552,11.20655,11.39544,93914
1999-01-14,11.39544,11.80123,11.39544,11.59833,129236
1999-01-15,10.30038,11.09795,10.30038,11.00337,155884
1999-01-18,11.30085,12.00354,11.30085,11.80123,241065
1999-01-19,11.80123,12.30131,11.70635,12.30131,171210
1999-01-20,12.3959,12.8014,12.20614,12.20614,135666
1999-01-21,13.09888,14.89663,13.09888,14.59885,1400089
1999-01-22,13.39637,14.69373,13.39637,14.09906,417550
1999-01-25,13.69356,14.59885,13.69356,14.30195,297609
1999-01-26,14.59885,15.30183,14.30195,14.39625,465086
1999-01-27,14.59885,15.00494,14.00389,14.80175,548190
1999-01-28,14.39625,14.89663,14.39625,14.59885,520356
1999-01-29,14.69373,15.09952,14.69373,15.00494,390146
1999-02-01,14.89663,15.09952,14.89663,15.09952,606508
1999-02-02,14.59885,14.80175,14.59885,14.59885,288027
1999-02-03,13.89645,14.09906,13.69356,13.89645,373952
1999-02-04,14.00389,14.00389,13.50409,13.59926,287388
1999-02-05,13.0043,13.39637,13.0043,13.3012,103116
1999-02-08,13.3012,13.89645,13.3012,13.69356,166981
1999-02-09,13.50409,13.59926,13.3012,13.39637,150946
1999-02-10,13.0043,13.39637,13.0043,13.39637,85575
1999-02-11,13.3012,13.80216,13.3012,13.3012,25351
1999-02-12,14.00389,14.09906,14.00389,14.00389,217659
1999-02-15,13.69356,13.80216,13.69356,13.69356,19588
1999-02-16,14.39625,14.69373,14.30195,14.69373,178143
1999-02-17,14.69373,15.09952,14.69373,15.00494,225009
1999-02-18,14.89663,15.39642,14.69373,15.39642,210174
1999-02-19,15.00494,15.30183,15.00494,15.30183,392068
1999-02-22,15.39642,15.50502,15.30183,15.39642,199373
1999-02-23,15.19411,15.19411,14.50485,14.50485,215038
1999-02-24,14.69373,14.80175,14.50485,14.50485,279196
1999-02-25,14.39625,14.59885,14.00389,14.30195,67605
1999-02-26,14.09906,14.89663,14.09906,14.80175,110484
1999-03-01,15.19411,15.30183,15.09952,15.30183,303758
1999-03-02,15.50502,15.50502,15.00494,15.39642,198447
1999-03-03,15.50502,15.50502,15.30183,15.39642,256770
1999-03-04,15.5999,15.5999,15.30183,15.39642,148733
1999-03-05,15.6942,16.39747,15.6942,16.39747,197111
1999-03-08,16.39747,17.30277,16.39747,17.00557,232332
1999-03-09,16.80268,17.19446,16.39747,16.39747,158524
1999-03-10,16.0997,16.3023,16.0997,16.3023,212165
1999-03-11,16.19428,16.50549,16.19428,16.50549,69509
1999-03-12,16.59978,16.59978,16.0997,16.0997,157656
1999-03-15,16.39747,16.39747,16.0997,16.19428,186236
1999-03-16,16.0997,16.19428,16.0997,16.0997,433554
1999-03-17,16.0997,16.19428,16.0997,16.0997,304901
1999-03-18,16.00453,16.00453,15.50502,15.50502,107307
1999-03-19,16.19428,16.19428,15.80251,16.0997,68828
1999-03-22,15.8968,17.19446,15.8968,16.50549,155433
1999-03-23,16.50549,16.89727,16.00453,16.80268,278983
1999-03-24,16.50549,17.80314,16.50549,17.50566,350532
1999-03-25,17.80314,18.39782,17.80314,18.30265,432256
1999-03-26,19.50601,19.50601,18.8979,19.00592,476018
1999-03-29,19.00592,19.00592,18.10034,19.00592,166338
1999-03-30,19.00592,19.00592,18.30265,18.30265,147208
1999-03-31,18.39782,18.39782,17.89715,18.10034,188202
1999-04-01,17.89715,18.10034,17.60025,17.60025,146539
1999-04-06,17.80314,18.30265,17.80314,18.19521,248753
1999-04-07,18.00604,18.80303,18.00604,18.80303,86146
1999-04-08,19.39828,19.69518,19.39828,19.50601,191884
1999-04-09,19.80349,19.80349,19.1008,19.1008,258712
1999-04-12,19.1951,19.1951,19.00592,19.1008,108431
1999-04-13,19.39828,19.80349,19.00592,19.50601,102996
1999-04-14,19.50601,19.50601,19.1951,19.3034,123141
1999-04-15,19.69518,20.89825,19.69518,20.60077,167971
1999-04-16,21.60153,22.89918,21.60153,22.30451,617272
1999-04-19,23.69704,24.80436,23.69704,24.60234,606908
1999-04-20,23.99423,24.10196,23.60187,23.69704,499672
1999-04-21,23.60187,23.60187,23.30468,23.60187,326663
1999-04-22,23.99423,24.89982,23.99423,24.39973,519186
1999-04-23,24.10196,24.10196,23.99423,23.99423,248579
1999-04-26,23.99423,23.99423,23.49386,23.89936,140457
1999-04-27,23.99423,23.99423,23.80506,23.80506,295955
1999-04-28,23.99423,23.99423,22.99406,23.60187,210635
1999-04-29,23.60187,23.69704,23.60187,23.60187,217701
1999-04-30,24.60234,25.30357,24.60234,25.19584,211544
1999-05-04,26.10231,26.10231,25.69681,25.69681,304235
1999-05-05,25.69681,25.69681,24.9947,25.30357,128833
1999-05-06,25.49362,25.49362,24.9947,25.30357,89255
1999-05-07,25.49362,25.80482,25.39845,25.69681,124562
1999-05-10,25.89941,26.19835,25.89941,26.19835,158899
1999-05-11,25.99429,25.99429,25.99429,25.99429,268581
1999-05-12,25.99429,26.10231,25.39845,25.39845,174581
1999-05-13,25.80482,25.80482,25.30357,25.39845,162975
1999-05-14,25.30357,25.30357,24.19684,24.19684,67675
1999-05-17,22.80401,24.49432,22.80401,24.30515,164546
1999-05-18,24.9947,27.80692,24.9947,27.49251,166015
1999-05-19,27.49251,28.49589,27.20028,27.308,421815
1999-05-20,25.49362,26.19835,25.49362,26.19835,95429
